Word_Count,Number_of_Sentence,Unique_Words,Average_Word_Length,Label
51,7,23,3.626169714,1
44,9,33,6.981461806,0
64,14,19,4.996933279,0
26,14,24,3.040369678,0
15,6,19,6.604624415,0
26,12,50,5.616111001,0
67,4,18,3.76646366,1
49,7,16,3.250557049,0
87,7,49,5.759623354,0
79,7,45,5.907860745,0
21,5,9,5.629075466,0
44,9,28,3.10120684,0
12,13,31,5.639055309,0
79,9,21,3.330590158,0
13,7,26,6.709566393,0
51,7,25,5.257558475,1
28,6,38,3.293590133,0
76,6,50,5.660311785,0
88,5,39,6.410708185,0
88,5,33,6.783595273,0
92,15,39,5.943857946,0
87,13,30,4.649859932,0
49,4,25,6.585937052,0
48,4,14,4.292782806,0
86,15,14,4.270620109,0
77,7,29,3.718583343,0
39,10,31,6.533668416,0
92,12,24,5.483123901,0
15,15,44,4.375897125,0
51,8,25,6.550678593,1
69,5,43,4.107810849,0
43,6,32,4.909954282,0
24,6,31,6.757377748,0
48,5,36,3.905074635,0
85,5,50,5.361072123,0
63,14,49,5.036239766,0
97,12,6,5.053702795,0
78,10,12,4.24693204,0
24,6,16,3.778673881,0
62,11,20,5.561567008,0
51,13,49,4.543242738,0
81,4,20,4.951170238,1
39,15,35,5.074657729,0
14,10,28,6.800614695,0
19,4,39,5.391752625,0
51,7,21,6.461637226,1
26,6,25,3.816160536,0
67,12,46,5.647272043,0
56,8,30,5.501630135,0
71,12,19,4.179527635,0
80,10,19,5.728359773,0
51,5,16,3.416024293,1
56,8,27,3.199054937,0
96,11,44,6.782431969,0
52,15,19,4.644340706,0
70,7,24,6.213008431,0
79,4,29,3.755737085,0
37,13,32,3.890261688,0
79,14,11,5.022184652,0
37,6,45,6.729619754,0
51,5,15,6.709290862,1
88,7,23,6.408040239,0
38,12,49,6.638108115,0
39,6,25,4.65239801,0
48,7,7,6.088096542,0
56,13,27,6.199869713,0
92,4,24,4.874699074,0
45,11,38,5.373404577,0
51,6,25,3.292778178,1
51,4,15,5.756616472,1
31,13,43,6.082454883,0
15,5,32,6.979842628,0
75,15,10,6.758146108,0
94,7,40,4.255790775,0
44,7,27,4.656578884,0
52,13,21,3.026600436,1
75,9,22,5.305727497,0
50,8,47,4.981279637,0
43,9,18,4.533562782,0
43,15,40,4.064062634,0
65,14,19,4.479734604,0
52,13,16,5.341946705,1
52,13,24,3.384036224,1
29,4,50,5.037540492,0
52,13,23,4.780497384,1
52,13,21,4.214358173,1
66,8,28,4.261928559,0
60,13,7,4.962717869,0
82,10,14,5.732293819,0
66,15,23,3.471793098,0
52,13,21,5.936819156,1
49,15,7,6.509394568,0
96,10,45,3.764728788,0
49,15,38,4.900736666,0
52,13,24,3.437560244,1
13,13,25,6.119513922,0
54,10,30,5.699640878,0
26,15,48,6.566711853,0
89,5,5,4.328655367,0
81,12,36,6.188151487,0
52,13,18,4.956780631,1
33,14,22,5.209914876,0
33,4,5,6.522982837,0
73,5,50,3.991041534,0
52,13,17,4.943994633,1
10,15,44,6.075007074,0
52,13,22,3.339104514,1
57,11,27,4.269099152,0
39,14,38,4.471048154,0
34,11,30,6.193327146,0
73,4,37,6.142920203,0
36,12,27,3.210390737,0
18,4,39,4.689066676,0
52,13,23,4.867362578,1
65,11,31,3.109223783,0
21,4,46,5.647964491,0
88,5,7,3.239687371,0
71,4,50,3.923381924,0
89,6,36,3.751063591,0
87,9,38,4.599110164,0
28,6,50,4.736801864,0
52,13,16,4.187359883,1
52,13,25,3.071225275,1
52,13,20,5.224916659,1
52,13,17,6.442807945,1
52,13,15,4.6470572,1
98,5,32,3.15286211,0
89,5,26,6.868720278,0
52,13,25,4.737191172,1
51,14,6,4.6744414,0
37,15,35,3.11829173,0
64,6,11,6.390557609,0
38,13,20,5.389376187,0
61,4,6,3.507070156,0
52,13,21,5.80519279,1
11,5,17,4.17007764,0
92,11,44,5.091153763,0
13,4,14,3.335904145,0
78,9,47,6.315320976,0
38,8,5,4.074685505,0
34,13,18,5.096132643,0
71,15,19,4.931322488,0
50,15,35,6.657023048,0
31,4,39,3.411729588,0
36,10,5,5.765935807,0
52,13,21,4.503718848,1
28,14,45,5.427702162,0
75,4,44,4.584019284,0
95,15,11,3.181629995,0
51,7,32,5.367207383,0
21,14,36,6.080948902,0
21,13,47,3.439184395,0
72,5,42,5.029323834,0
24,6,6,3.720192341,0
51,8,38,4.013373741,0
52,13,21,4.624640627,1
98,11,32,3.255642563,0
52,13,20,5.844170727,1
59,7,41,6.08969498,0
44,13,46,3.363751067,0
42,6,17,3.901342208,0
73,8,15,6.75144829,0
71,14,40,3.387574065,0
45,8,22,3.580038025,0
52,13,22,6.234699901,1
98,4,19,3.787566941,0
34,13,38,6.200560518,0
71,15,49,6.289458183,0
52,13,25,5.173317334,1
91,13,30,6.256747934,0
52,13,20,5.177625382,1
80,9,34,4.085403883,0
18,14,37,6.856936724,0
42,13,6,3.589397342,0
76,4,14,5.531100582,0
79,5,40,5.020123349,0
49,14,31,4.776954922,0
52,13,23,3.834209272,1
43,4,38,5.410934392,0
67,7,11,5.149425086,0
27,12,13,4.185589625,0
31,11,26,4.833855897,0
52,13,20,3.951671651,1
52,13,18,4.044662501,1
37,14,14,6.874820733,0
91,11,21,3.593026058,0
52,13,22,6.365076961,1
52,13,22,4.750071189,1
15,11,16,3.312529026,0
66,9,17,3.526297558,0
65,15,26,4.779811905,0
86,9,23,4.645961147,0
68,15,7,5.353009621,0
52,13,18,4.615862371,1
74,6,9,4.95899967,0
52,13,23,3.262358567,1
28,8,10,3.080244686,0
90,15,16,4.250924338,0
62,15,9,3.614369816,0
36,6,50,3.200587784,0
12,13,11,3.952981723,0
100,12,46,3.836428406,0
52,13,23,3.386027161,1
39,13,41,5.669563461,0
41,12,6,4.14036708,0
52,13,21,6.556779881,1
48,14,34,5.428739493,0
52,13,16,3.66256835,1
58,11,19,4.752009087,0
98,15,39,6.553578941,0
47,9,18,4.454057117,0
52,13,23,6.469461852,1
52,13,21,3.267780654,1
72,7,33,3.389244597,0
22,13,42,4.726673787,0
52,13,19,6.103437356,1
18,12,31,6.481289877,0
90,7,40,4.503991815,0
29,11,47,3.617270532,0
22,8,7,4.850334499,0
92,15,38,3.589804887,0
66,9,23,6.593472894,0
74,13,15,5.168431849,0
52,13,19,4.685864653,1
52,13,15,3.532225531,1
52,13,24,5.289457461,1
69,4,8,4.623247037,0
52,13,18,3.695787609,1
47,12,23,5.840157736,0
67,12,35,6.29781311,0
27,10,42,6.389065839,0
52,13,19,3.901400456,1
95,8,26,5.342868722,0
58,10,50,6.179369066,0
52,13,23,5.781282997,1
82,5,8,4.269537459,0
67,11,34,3.980129397,0
18,6,17,6.005615523,0
97,15,8,6.337445065,0
12,9,24,5.31801503,0
43,11,41,5.269024784,0
63,15,40,6.649697672,0
25,12,16,5.371776181,0
26,9,32,5.452736399,0
59,8,26,4.187797275,0
53,10,9,6.6075223,0
70,10,5,3.829429133,0
65,9,35,5.573866935,0
37,5,38,3.65993529,0
23,5,36,6.987672623,0
41,8,5,3.756704887,0
70,4,45,4.470852372,0
38,5,7,6.844769947,0
69,11,5,5.829972273,0
52,13,24,5.282356424,1
98,4,20,3.398788863,0
12,11,19,6.57749911,0
72,15,20,6.330254713,0
61,4,39,4.573429765,0
45,10,32,6.530620663,0
24,5,9,3.46498172,0
23,6,33,6.070822767,0
11,11,10,6.458147257,0
44,7,30,5.154396451,0
49,4,44,3.836824806,0
21,12,42,6.652274693,0
52,13,20,5.158366999,1
52,6,10,5.126950609,0
85,15,17,4.448456521,0
37,9,29,3.967591777,0
52,13,22,5.333408591,1
24,14,50,5.092835729,0
52,13,16,6.11728331,1
14,9,45,5.037913156,0
58,14,46,6.018093956,0
14,6,10,5.488604601,0
52,13,23,5.723518142,1
52,13,19,3.968613996,1
40,6,36,5.226325141,0
52,13,17,3.42994037,1
71,15,36,5.341670937,0
84,4,28,3.126338593,0
18,6,22,5.095210518,0
57,11,7,3.707103747,0
89,4,48,4.72628374,0
79,15,21,3.266595293,0
70,8,34,3.306952711,0
52,13,15,4.064670506,1
85,9,50,4.516964569,0
43,6,15,4.576604222,0
64,14,39,5.240838585,0
65,15,42,3.967848575,0
35,15,7,5.014887854,0
31,6,44,5.14260442,0
52,13,16,3.293681097,1
14,14,26,6.842542432,0
84,6,38,4.097184083,0
54,5,15,3.637638037,0
57,9,32,3.208604156,0
56,13,14,5.511058582,0
26,10,9,3.995480166,0
92,7,43,6.980533973,0
87,13,18,4.606828407,0
51,4,16,3.877585639,0
62,13,45,3.406870747,0
79,6,15,4.928993757,0
52,13,18,4.416870297,1
61,9,49,3.029399967,0
75,12,10,6.743877476,0
78,15,16,3.187642545,0
75,13,40,4.894396122,0
40,12,28,3.800516923,0
45,11,40,5.788634355,0
62,14,22,3.624848481,0
52,13,23,3.073365976,1
31,10,8,5.802339239,0
80,4,19,5.584170567,0
90,13,22,5.151029539,0
94,4,23,3.939704026,0
29,5,27,6.146404715,0
52,13,15,5.090191209,1
24,4,20,4.692636634,0
81,6,32,3.570630298,0
52,13,25,4.413813192,1
86,14,17,5.059240187,0
53,4,44,5.365721793,0
22,11,18,6.109227868,0
86,9,40,3.946970347,0
39,14,26,5.292873786,0
38,5,32,6.654772911,0
53,13,7,3.690864258,0
20,4,16,3.844260593,0
52,13,25,3.651599582,1
10,15,9,4.749399646,0
52,13,20,6.419916379,1
52,13,25,4.142926871,1
14,9,43,3.774188488,0
48,14,31,4.934296389,0
46,9,26,6.771644211,0
52,13,16,4.682405847,1
52,13,21,5.494719971,1
48,9,46,6.283719724,0
19,14,20,4.893729967,0
42,10,48,3.714547439,0
52,13,21,5.668293954,1
55,8,35,5.903270415,0
92,14,25,3.791479536,0
20,5,11,4.523300173,0
52,13,15,3.175447388,1
83,13,41,3.732895835,0
83,4,16,5.933671585,0
24,4,31,3.587036003,0
52,13,25,4.694788916,1
52,10,29,6.584337615,0
49,13,14,6.474637486,0
67,9,15,5.473233676,0
77,14,25,5.81912773,0
91,14,33,6.393250763,0
29,11,33,5.932109603,0
53,12,33,6.365542495,0
52,13,21,3.534340912,1
100,15,34,4.51439329,0
67,15,32,6.778592083,0
52,13,22,6.215643001,1
73,6,45,3.725111555,0
24,4,32,5.755082934,0
51,15,18,3.9737203,0
91,12,28,6.246419031,0
45,7,25,3.313357567,0
61,5,28,4.689365467,0
52,13,19,5.517522384,1
52,13,20,6.030818487,1
52,13,17,6.900456634,1
64,7,6,4.709693177,0
77,15,43,4.807407842,0
23,11,36,5.27570498,0
20,4,15,5.285863807,0
46,14,17,6.747221615,0
23,9,16,5.866400022,0
58,11,12,5.079191191,0
69,10,25,4.979373929,0
37,8,13,4.33357835,0
35,5,5,6.71995165,0
66,4,40,5.051765354,0
29,13,44,3.517198662,0
38,8,27,6.192215241,0
89,7,9,6.388502931,0
52,13,18,6.752930876,1
68,9,7,3.464534024,0
52,13,19,4.836970255,1
98,14,47,5.532196202,0
52,13,18,5.947889491,1
59,9,49,5.202061809,0
13,9,48,4.690384705,0
89,11,42,5.477559351,0
89,11,6,5.021871768,0
87,14,8,3.080940446,0
52,13,23,5.819198926,1
77,14,25,4.071031105,0
31,15,46,3.851958486,0
10,13,28,3.563156682,0
14,14,39,4.04551571,0
52,13,16,4.122663103,1
52,13,18,4.379118869,1
90,15,48,3.382601956,0
50,11,27,6.510922114,0
52,13,24,3.754249571,1
50,10,19,4.833140886,0
50,13,44,3.830650791,0
100,9,33,5.984090071,0
74,14,5,3.38691163,0
52,13,19,5.885759028,1
52,13,15,3.80057661,1
81,5,24,6.296005727,0
52,13,17,6.743870685,1
52,13,15,6.422638109,1
27,7,17,4.739395285,0
42,10,26,6.218882809,0
50,10,42,6.880957594,0
64,10,11,6.663339302,0
87,5,20,4.198940512,0
52,13,24,4.879850841,1
52,13,17,6.866347031,1
52,13,15,3.97578819,1
61,14,19,5.830364357,0
27,8,20,3.212806987,0
48,7,47,4.483874431,0
81,10,25,6.030107981,0
52,13,23,6.920652365,1
11,9,30,4.866446451,0
86,6,25,3.054414852,0
51,14,31,6.4152124,0
52,13,22,6.778244157,1
72,4,30,5.644094651,0
52,13,25,5.084776228,1
13,4,46,5.7554438,0
19,10,21,6.75535428,0
21,8,33,3.368257963,0
68,15,35,3.364169366,0
70,11,43,6.937197978,0
65,15,42,4.728005242,0
15,15,37,5.366077468,0
16,7,23,4.915881817,0
82,12,28,5.843642525,0
83,7,11,4.203752113,0
11,8,48,5.624683509,0
40,7,14,4.394728344,0
66,8,5,5.416684393,0
99,9,44,6.060591161,0
46,12,26,4.731040753,0
43,6,16,3.702659929,0
31,6,45,6.562596769,0
94,14,35,4.835230204,0
52,13,25,4.625156734,1
88,13,18,5.835005661,0
57,5,20,3.735819491,0
92,12,48,4.817718272,0
52,13,21,6.550912769,1
52,13,23,4.614465422,1
94,12,11,6.044376549,0
98,13,21,5.967055235,0
78,8,35,4.011319529,0
52,13,25,3.77176738,1
52,13,24,3.30507944,1
73,9,21,4.468760378,0
52,13,23,6.077866133,1
67,15,13,5.072357177,0
60,7,38,6.731276693,0
25,13,49,3.646412562,0
22,4,44,3.666471907,0
52,11,30,5.35169616,0
28,4,32,5.987414455,0
81,13,23,6.311682635,0
88,14,16,3.014485255,0
60,12,35,6.155617768,0
54,13,18,3.016365155,0
52,13,19,6.576354423,1
23,15,13,3.646148001,0
36,10,37,6.471003642,0
84,12,36,4.056281365,0
52,13,19,4.74421031,1
33,13,7,6.173103897,0
63,7,15,6.495452692,0
30,10,35,4.849189066,0
73,13,13,3.736643002,0
58,5,45,3.580185594,0
91,6,13,5.431858797,0
42,14,18,5.174311554,0
20,14,28,4.296815432,0
89,9,24,3.454109023,0
45,7,49,6.93565486,0
39,9,43,6.138985351,0
91,9,37,5.601774693,0
84,9,25,6.391543254,0
52,13,15,5.453963268,1
86,7,33,6.247269811,0
78,10,16,5.887007204,0
52,13,19,5.790638365,1
12,7,5,4.988348166,0
52,13,22,5.432969865,1
87,14,38,3.747223312,0
17,13,7,4.766234073,0
80,9,26,4.885179764,0
39,13,8,5.122470769,0
52,13,20,3.32517369,1
62,10,9,5.304222885,0
70,8,35,4.757267928,0
70,7,50,4.564848279,0
82,7,36,4.481193661,0
38,9,13,3.220681751,0
85,13,41,6.353007415,0
66,15,34,4.095291428,0
76,5,12,3.266295325,0
43,11,12,6.751203849,0
37,7,28,5.604743653,0
66,9,29,5.705960203,0
35,14,42,3.970533677,0
90,8,10,6.744529554,0
52,13,19,3.894057092,1
76,4,39,4.850602767,0
52,13,18,3.620330331,1
32,11,40,3.155695429,0
23,13,15,6.042518486,0
76,14,35,5.527030593,0
83,13,22,6.18020371,0
66,6,42,4.721406689,0
52,13,20,4.426113015,1
56,6,23,3.092280944,0
91,7,46,5.703516703,0
13,9,10,4.296779584,0
98,12,46,5.132187959,0
100,6,9,4.268698783,0
66,7,38,3.096301012,0
99,12,8,6.698733175,0
51,13,18,3.969004554,0
49,10,21,6.354898133,0
90,15,25,5.782900902,0
67,5,26,4.407781867,0
82,6,22,4.413055947,0
38,5,47,6.825575183,0
91,14,45,4.196661435,0
77,6,46,3.272897087,0
56,14,25,4.444756209,0
52,13,17,3.906792454,1
90,5,9,4.334426995,0
34,9,11,5.641694256,0
80,13,27,3.934310865,0
52,13,16,5.922227363,1
99,9,15,4.370855366,0
79,11,6,5.202048908,0
18,7,7,3.792546883,0
44,6,34,6.784179229,0
12,6,32,5.254780011,0
99,14,27,6.600790672,0
21,8,21,4.634791369,0
42,15,43,6.951141567,0
19,13,19,6.146514602,0
52,13,17,4.487735601,1
52,13,19,6.506586029,1
12,5,6,5.745505881,0
67,15,40,3.416522397,0
90,6,49,4.325618076,0
76,9,23,4.746142557,0
88,5,20,5.716705981,0
67,10,22,6.309275357,0
19,9,29,6.633651521,0
52,13,20,4.221733536,1
22,10,6,4.009443256,0
59,7,42,6.456192245,0
52,8,21,4.426661124,1
72,10,26,4.925652463,0
29,8,33,6.142649933,0
52,9,17,3.205798477,1
95,10,31,4.125665267,0
17,10,37,5.480623757,0
94,6,30,3.253350198,0
74,9,20,6.883019404,1
17,15,39,4.88395206,0
49,14,39,5.651205964,0
62,7,39,3.001884895,0
52,7,25,4.399424389,1
37,7,42,3.358914886,0
31,8,43,6.913456762,0
71,4,33,6.874970392,0
45,15,34,6.230644601,0
52,7,25,6.703996159,1
52,6,20,5.572791373,1
39,5,41,5.382879105,0
85,10,39,4.295681447,0
59,10,13,6.197568909,0
18,5,29,4.227545278,0
29,4,17,5.036634818,0
46,7,18,4.835141291,0
54,7,7,4.553429419,0
68,11,50,3.143816682,0
28,10,29,4.630821457,0
51,10,48,3.447433065,0
50,15,12,6.900296028,0
60,8,5,5.843257241,0
44,7,16,6.798396871,1
76,9,18,3.986782823,0
55,4,18,4.8756911,1
12,10,34,6.213276563,0
65,5,32,3.11007382,0
21,14,9,3.58776283,0
28,7,18,4.614179997,1
72,14,39,5.348154553,0
52,4,20,4.105905639,1
36,15,15,4.07830687,0
61,13,6,3.918889886,0
35,7,21,5.202391145,0
90,10,5,5.565753235,0
92,6,27,5.346248296,0
57,12,43,5.965260962,0
52,4,15,5.660939101,1
53,6,20,5.475312859,1
35,9,23,4.403292314,0
53,7,25,6.295322935,1
60,15,36,6.596096733,0
66,5,41,4.311007069,0
51,5,48,4.524857606,0
89,15,46,6.405635354,0
91,7,38,3.785847837,0
97,5,50,3.731185322,0
81,7,37,6.63604647,0
50,7,32,4.079949783,0
87,6,43,5.425461471,0
53,6,21,6.450151473,1
53,6,25,6.046799152,1
71,10,29,3.676375433,0
45,10,34,5.15312167,0
78,15,45,6.554185903,0
37,9,37,5.098490754,0
65,4,48,5.180854126,0
99,9,42,5.600849306,0
53,14,31,5.893484059,0
55,11,23,6.635852505,0
54,15,25,4.010361698,0
59,5,48,4.310675117,0
53,4,17,3.595466677,1
23,7,15,3.308858249,0
99,8,16,5.615751973,0
53,9,36,4.103521395,0
89,13,22,6.645042943,0
25,12,25,3.439031801,0
42,6,48,6.342648539,0
53,7,15,5.970137971,1
53,4,18,3.310775823,1
55,8,38,6.708395303,0
42,11,29,3.499813167,0
53,13,39,4.362301026,0
61,13,34,5.911941907,0
50,4,8,4.954220772,0
97,15,33,5.996002076,0
89,7,49,6.197929837,0
34,11,42,4.354410727,0
99,9,23,5.697654934,1
15,5,21,3.548394705,1
54,8,23,3.533833098,1
38,13,44,4.55594188,0
77,6,33,6.669243787,0
58,13,21,4.024104094,0
24,4,24,5.142324373,0
75,14,45,6.194822269,0
84,13,7,3.88737877,0
21,6,31,5.832120867,0
100,8,31,6.032826107,0
66,12,37,5.858185443,0
29,7,45,6.744483723,0
35,4,28,3.087628799,0
16,7,17,6.987868359,1
54,8,23,3.157966346,1
71,10,17,4.559594561,0
95,7,23,6.388005586,0
69,6,33,6.238077471,0
68,11,8,3.265903134,0
24,12,50,5.588558053,0
10,14,25,5.790936934,0
40,8,13,4.892488563,0
72,6,25,4.200734474,0
25,10,28,5.120758134,0
54,5,39,6.290907552,0
54,5,23,6.739125184,1
43,12,44,4.550365835,0
64,6,49,3.840323706,0
16,10,10,5.180909949,0
54,4,17,6.858832015,1
60,4,48,4.265234771,0
43,6,37,4.680313298,0
93,8,41,3.622512977,0
84,13,13,3.922237165,0
38,4,9,4.561640259,0
36,9,15,3.527736571,0
54,7,23,5.412432703,1
47,7,23,4.632488844,0
29,6,42,3.753296971,0
54,6,20,6.896367109,1
30,10,21,3.740604187,0
31,8,6,3.230137682,0
54,4,23,6.465693867,1
88,10,33,4.336982712,0
54,7,22,5.114416408,1
25,7,29,6.704708065,0
16,7,32,3.499563475,0
54,4,25,6.002815279,1
32,9,39,4.20134397,0
54,4,19,5.912368396,1
68,12,21,4.033895744,0
63,9,20,6.657056084,0
23,11,16,4.139851937,0
37,12,48,3.990021298,0
16,5,50,5.072875168,0
96,7,7,3.240091364,0
23,14,15,4.68963236,0
24,13,7,6.645692799,0
82,5,6,6.818550116,0
22,9,24,4.361082384,0
91,11,29,5.751049903,0
54,4,16,6.196991246,1
76,12,32,3.905072316,0
80,6,19,3.567009902,0
55,5,22,3.962585604,1
91,14,38,3.170930445,0
85,12,42,3.953540058,0
83,6,37,3.749941183,0
55,4,18,6.424206433,1
50,14,35,3.430202294,0
55,7,15,6.883113996,1
99,5,21,3.38238906,0
80,12,9,5.012307122,0
77,9,27,5.596690996,0
38,10,41,3.966575082,0
55,4,24,3.944702545,1
71,8,37,3.027277738,0
55,5,25,3.577737173,1
28,13,20,5.703088435,0
67,10,46,3.45537779,0
55,7,24,6.091119173,1
91,9,31,6.954476166,0
35,12,18,3.594724738,0
64,6,12,3.02381337,0
55,6,19,6.735506589,1
14,11,35,4.649948088,0
51,13,15,5.883649138,0
95,14,17,6.718102843,0
55,6,16,3.748958263,1
25,5,40,4.63031416,0
30,8,15,3.634238456,0
79,14,6,6.169984139,0
55,6,21,3.243405865,1
54,8,22,3.029613581,0
46,15,29,4.758527847,0
55,6,24,6.642386769,1
58,10,35,5.422617651,0
55,4,19,5.401797472,1
79,5,43,4.055815531,0
63,4,13,6.969979812,0
91,8,29,6.44585132,0
38,14,36,4.292570441,0
24,5,47,6.97790317,0
45,13,43,6.635803313,0
27,7,35,4.030357949,0
87,10,13,6.377708294,0
60,9,27,5.868613948,0
23,8,23,4.714963784,0
51,4,40,4.890178348,0
61,7,44,4.814005143,0
51,8,19,4.464969992,0
62,14,21,3.417929656,0
28,10,13,5.23736939,0
16,6,19,4.065169631,1
61,11,20,4.190500428,0
55,7,15,5.239042639,1
89,9,28,3.492473682,0
45,12,47,6.136767317,0
55,13,6,5.022700486,0
21,8,32,4.165226673,0
26,8,23,6.793996614,1
48,5,43,5.5058792,0
55,4,18,6.987813729,1
69,10,32,3.764055928,0
56,14,20,5.718155489,1
56,13,47,5.773559412,0
68,8,13,6.310655314,0
42,10,11,5.110584394,0
91,10,32,4.931248438,0
56,14,22,3.345030068,1
47,6,34,4.099313504,0
36,14,43,3.811410557,0
95,12,16,3.928585362,0
100,6,24,5.896031397,0
83,12,36,5.509892043,0
56,14,17,4.344500609,1
27,11,7,4.207481194,0
39,15,9,4.187800986,0
56,14,18,5.337034949,1
56,14,20,5.347789406,1
23,5,33,4.792100505,0
58,15,47,5.432375008,0
13,10,25,3.120445989,0
56,14,24,4.781237031,1
56,5,42,5.184518729,0
30,14,31,6.091359837,0
48,4,47,4.498837286,0
10,15,25,5.525066014,0
40,5,26,4.294676484,0
73,13,12,3.61207771,0
56,14,24,5.753605881,1
86,10,36,5.13575766,0
47,11,40,6.201024626,0
56,14,19,6.204281852,1
84,15,11,3.904620857,0
66,14,20,6.344362548,0
24,9,42,6.894823086,0
30,6,41,6.11018612,0
67,6,43,5.769971097,0
35,12,44,6.343714718,0
56,14,21,6.5077298,1
31,6,30,6.658326773,0
32,4,42,5.544371177,0
75,11,28,4.927515314,0
56,14,24,5.075023539,1
45,14,14,3.472132122,0
44,4,18,4.952640136,0
62,4,39,4.0089429,0
71,6,30,4.425175986,0
36,15,21,5.176018999,0
68,6,21,3.613235478,0
41,9,48,5.960082269,0
56,14,21,5.213067208,1
34,13,21,5.257316654,0
47,10,7,6.923246519,0
75,14,23,3.357831298,0
49,13,12,4.308716631,0
26,15,25,5.605573499,0
30,11,33,3.073983625,0
19,9,11,5.420893487,0
40,7,20,5.377243322,0
44,14,11,4.703053285,0
56,14,23,4.276637667,1
88,9,29,3.580943414,0
58,10,37,4.183437046,0
40,13,19,3.712644979,0
60,4,21,6.409408139,0
14,14,39,3.469281106,0
71,15,9,5.421834148,0
41,4,36,4.388233968,0
98,13,46,5.874041501,0
32,5,44,3.659544504,0
68,6,6,5.635660677,0
48,4,45,4.78684812,0
93,13,10,6.482924469,0
16,5,46,6.180408764,0
49,4,21,5.780166718,0
34,7,19,3.299039595,0
56,14,18,5.101413231,1
35,15,30,6.248421268,0
38,6,18,5.049880938,0
77,13,36,3.914666901,0
38,9,12,4.839768082,0
30,6,42,6.576585891,0
63,8,21,3.664780917,0
19,10,45,5.01886369,0
82,11,33,3.559006322,0
56,14,23,3.877718102,1
72,6,41,4.869386905,0
48,9,5,3.753418989,0
72,5,40,3.212828227,0
30,7,10,3.909117635,0
38,14,36,5.906762186,0
60,12,34,5.884713721,0
58,13,32,6.1528274,0
42,10,11,4.089270856,0
69,11,7,5.933635926,0
56,14,24,3.744706947,1
67,4,17,5.88351306,0
100,4,42,4.518916909,0
60,13,27,4.518312952,0
13,4,43,3.485646872,0
18,4,47,6.360879099,0
12,11,18,3.462048987,0
91,8,34,3.067170714,0
41,6,11,5.92587225,0
18,8,43,6.1990826,0
22,12,24,4.90063268,0
56,14,24,3.308635336,1
66,4,12,3.827559017,0
63,8,8,4.262932763,0
40,4,49,6.949578852,0
36,5,47,3.391724302,0
59,4,41,4.373867914,0
56,14,17,3.247920476,1
44,4,9,3.650437784,0
100,15,32,4.390841378,0
56,14,22,3.321465883,1
49,8,27,6.205524104,0
59,9,34,5.668002031,0
20,9,37,3.208495168,0
69,8,44,3.269925644,0
16,5,11,5.377544235,0
84,14,12,6.556930599,0
95,15,9,4.092196393,0
50,6,44,6.393292597,0
75,10,17,6.623096322,0
29,5,25,6.056063022,0
56,14,24,4.455419602,1
40,6,33,4.982745399,0
56,14,25,6.625452969,1
94,10,39,5.972784241,0
13,8,23,5.914984229,0
17,13,44,4.875031157,0
23,10,9,3.798019112,0
57,9,10,4.331649182,0
80,4,49,3.676904192,0
56,14,15,5.201665025,1
43,5,9,4.930519965,0
42,6,23,6.06994287,0
60,12,19,6.587939353,0
56,14,17,4.826919291,1
73,6,30,3.867308984,0
51,15,14,3.009117217,0
43,7,26,4.274142442,0
98,8,37,5.025674663,0
17,13,23,5.184785495,0
31,9,46,3.804766708,0
18,8,41,5.118479352,0
81,5,45,3.183026211,0
27,12,32,4.38690788,0
56,14,22,3.093108455,1
54,6,42,6.085657221,0
77,10,24,5.373678008,0
56,14,25,3.338890336,1
66,14,20,3.052463383,0
59,4,37,5.973770249,0
22,5,14,3.907127934,0
13,15,8,3.27620838,0
76,7,31,3.197794263,0
98,10,22,6.761940497,0
88,10,35,6.361206268,0
49,7,43,4.786590129,0
56,14,21,3.763448799,1
24,8,39,4.191827751,0
17,9,44,3.923272474,0
34,11,39,4.313732119,0
73,5,7,3.45447111,0
21,11,49,4.348223862,0
33,8,46,3.19460294,0
38,11,42,6.780113396,0
68,11,23,3.438729071,0
21,8,34,6.414006331,0
56,14,20,5.718246092,1
97,15,29,5.34609321,0
92,10,16,6.217632653,0
37,11,41,6.179124019,0
71,5,48,4.507084065,0
40,7,35,4.676574801,0
56,14,17,6.458374905,1
71,7,35,3.062191797,0
28,12,33,4.48625987,0
56,14,25,5.644444818,1
11,11,12,6.720654867,0
29,10,46,5.827248731,0
94,10,50,4.685297948,0
88,7,36,3.214485705,0
24,14,21,4.792738743,0
56,4,28,6.587268236,0
56,14,17,4.118418716,1
56,14,25,6.288423893,1
24,12,26,5.463340348,0
37,15,6,3.32753152,0
41,12,22,6.5667936,0
79,10,26,5.525683422,0
50,14,26,3.553898379,0
80,11,23,6.209422342,0
63,12,20,6.554201918,0
44,5,13,4.554953362,0
53,13,39,4.233812587,0
79,6,37,6.012503672,0
83,14,17,3.516309077,0
56,14,19,3.653798722,1
75,13,30,4.891029035,0
79,4,10,3.066373124,0
61,14,17,4.104838491,0
35,8,14,6.577689397,0
79,6,50,5.167183037,0
35,11,47,5.869202985,0
56,14,18,6.133910021,1
56,14,24,5.189538562,1
56,14,15,3.813693829,1
86,13,40,5.793354544,0
62,8,44,4.988585146,0
56,14,16,6.958192379,1
21,4,43,3.517294668,0
55,7,12,4.368446293,0
28,6,10,3.127488325,0
42,8,40,4.85388845,0
16,9,40,3.25133145,0
